Username,Produk,Review,Rating,ReviewAt,Label
user_5934,Buku Catatan,"Servis buruk, tidak profesional.",3,2023-09-04,0
kacungprakasa,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",4,2024-08-31,1
hendri54,Lipstik Matte,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-05-04,1
user_2070,Skincare Serum,"Beli karena review bagus, ternyata zonk.",3,2024-02-16,0
salissa22_,SKIN1004 Madagascar Centella Tone Brightening Boosting Toner 210ml,"ga expect datengnya bakal se gede itu, pemakaian malam pertama paginya kulit terlihat glowing bgt smoga cocok😍",5,2025-06-03 06:23,1
user_17756,Kursi Lipat,Pengiriman cepat dan aman.,5,2024-08-20,1
rinikuswoyo,Powerbank 10000mAh,"Packing rapi banget, penjual ramah.",5,2025-02-23,1
user_11049,Kaos Polos,Produk sangat bagus dan sesuai deskripsi!,5,2023-02-05,1
user_10786,Skincare Serum,"Beli karena review bagus, ternyata zonk.",1,2024-11-26,0
user_18978,Kaos Polos,Warna dan bentuk persis seperti di gambar.,4,2024-04-02,1
user_24208,Mouse Wireless,Top banget! Bakal order lagi nanti.,5,2024-01-30,1
osetiawan,Sepatu Sneakers,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-11-15,1
rezawinarno,Keyboard Mechanical,"Warnanya cantik dan tahan lama, puas banget!",5,2024-12-23,1
user_8408,Celana Jeans,Barang datang lebih cepat dari perkiraan.,4,2024-06-05,1
galihriyanti,Parfum Unisex,Barang sampai dengan aman dan cepat.,4,2024-08-11,1
wibowocahya,Kemeja Polos,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-09-09,1
vega99,Lipstik Matte,"Harga terjangkau, kualitas mantap!",4,2024-11-19,1
anggrainiami,Sepatu Sneakers,"Packing rapi banget, penjual ramah.",5,2025-01-14,1
user_22128,Smartphone Android,"Puas banget, terima kasih seller!",5,2024-07-21,1
hartana76,Sepatu Sneakers,Produk original dan kualitasnya premium.,5,2024-08-09,1
violet01,Sepatu Sneakers,"Pengiriman cepat, packing rapi. Recommended!",4,2024-12-27,1
candrahutapea,Kaos Oblong,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-05-17,1
zulaikanova,Parfum Unisex,Produk original dan kualitasnya premium.,4,2024-09-09,1
claranarpati,Jaket Hoodie,Barang sampai dengan aman dan cepat.,5,2024-06-15,1
user_24957,Keyboard Mechanical,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-09-24,1
user_2529,Flashdisk 64GB,"Barang palsu, bukan original.",3,2024-12-10,0
user_17708,Tas Wanita,Penjual sangat ramah dan fast respon.,5,2024-08-25,1
user_21260,Meja Belajar,Top banget! Bakal order lagi nanti.,4,2024-07-23,1
user_3308,Kursi Lipat,Terlalu mahal untuk kualitas seperti ini.,3,2024-11-14,0
s*****9,Fleurette| Sendal Wedges Wanita | NAVA,Walaupun yang datang warna tidak sesuai pesanan...tapi bagus juga .,5,2025-03-10 10:05,1
user_23151,Smartphone Android,Penjual tidak merespon chat.,1,2024-10-14,0
saputrazalindra,Headset Bluetooth,worth it puas wangi recommended warna cantik puas oke,5,2025-02-11,1
user_19752,Keyboard Mechanical,Kualitas sangat buruk.,3,2023-01-29,0
user_12413,Makeup Set,Warna dan bentuk persis seperti di gambar.,4,2023-04-06,1
f*****_,Sandal Rumah Miniso,"Kenyamanan:nyaman
Warna:bagus

Paket sudah datang dan sesuai pesanan, bagus warnanya, sepertinya benar"" ori, terimakasih",5,2024-11-20 14:42,1
user_19027,Meja Belajar,Barang datang lebih cepat dari perkiraan.,4,2024-04-28,1
hariyahjayadi,Kemeja Polos,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-02-16,1
user_17244,Lampu Tidur,Ukuran pas dan sesuai pesanan.,4,2023-09-24,1
raina12,Dompet Kulit,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-05-18,1
prabowokamal,Powerbank 10000mAh,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-12-21,1
user_10375,Parfum Wanita,Kualitas di atas ekspektasi saya!,5,2024-02-23,1
user_20813,Kemeja Pria,"Pelayanan cepat, packing aman, produk oke!",4,2024-07-17,1
kawayahalimah,Sepatu Sneakers,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-05-26,1
user_3796,Buku Catatan,"Puas banget, terima kasih seller!",4,2023-09-06,1
eskaclata,SKIN1004 [Centella Duo Cleanser Set] Cleansing Oil 200ml+Ampoule Foam 125ml,Packingan aman dan rapi cepat sampai buat kado ultah temanku jadi semoga cocok dan ngefek buat dia,5,2025-06-11 18:24,1
karsanapalastri,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-07-08,1
user_15173,Keyboard Mechanical,Kualitas di atas ekspektasi saya!,5,2023-04-14,1
bakiman18,Sepatu Sneakers,"Packing rapi banget, penjual ramah.",5,2025-02-04,1
jagaraga93,Jaket Hoodie,"Harga terjangkau, kualitas mantap!",5,2024-07-05,1
salahudingaiman,Powerbank 10000mAh,"Packing rapi banget, penjual ramah.",5,2025-05-14,1
user_9116,Makeup Set,"Puas banget, terima kasih seller!",4,2024-06-05,1
user_4780,Headset Gaming,Top banget! Bakal order lagi nanti.,4,2024-01-01,1
salman19,Dompet Kulit,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-06-19,1
yuliartijabal,Celana Jeans,"Sudah belanja beberapa kali, selalu puas.",4,2024-07-20,1
jaeman22,Jaket Hoodie,"Harga terjangkau, kualitas mantap!",5,2025-03-05,1
user_15125,Buku Catatan,"Barang cacat, sangat mengecewakan.",1,2023-01-29,0
c*****n,SKIN1004 Madagascar Centella Ampoule 30ml,"Tekstur:tekstur cair
Daya Serap:cepat menyerap ke kulit wajah
Cocok untuk:cocok untuk semua jenis kulit",4,2025-05-31 00:05,1
opungsuryono,Kemeja Polos,"Sudah belanja beberapa kali, selalu puas.",5,2024-08-15,1
nuryyani345,SKIN1004 Madagascar Centella Cream 30ml,"Tekstur:nyaman halus
Cocok untuk:kulit sensitif
Aroma:wangi

Semoga cocok amiin",5,2025-06-11 18:51,1
user_8043,Makeup Set,Suka banget sama produk ini.,4,2024-05-02,1
user_11842,Powerbank,Sesuai dengan rating dan review yang saya baca.,4,2023-10-29,1
user_22749,Rak Sepatu,Ukuran tidak sesuai deskripsi.,3,2024-02-06,0
kenzie55,Parfum Unisex,"Pengiriman cepat, packing rapi. Recommended!",5,2024-07-02,1
user_23794,Skincare Serum,Barang datang lebih cepat dari perkiraan.,5,2023-11-06,1
user_4346,Smartphone Android,Pengiriman cepat dan aman.,4,2023-05-09,1
lamar77,Keyboard Mechanical,"Harga terjangkau, kualitas mantap!",4,2024-07-17,1
fsuwarno,Powerbank 10000mAh,Produk original dan kualitasnya premium.,5,2025-05-07,1
hasimirawan,Mouse Wireless,Produk original dan kualitasnya premium.,5,2025-04-17,1
cuyainah,Kemeja Polos,Barang sampai dengan aman dan cepat.,5,2024-11-20,1
user_18558,Rak Sepatu,Barang original dan berkualitas.,5,2023-06-19,1
kamariadabukke,Headset Bluetooth,Barang sampai dengan aman dan cepat.,4,2025-03-03,1
slamet76,Jaket Hoodie,"Warnanya cantik dan tahan lama, puas banget!",5,2024-11-11,1
hanipurnawati,Dompet Kulit,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-07-15,1
qprasetyo,Powerbank 10000mAh,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-01-31,1
karimahhidayat,Jam Tangan Digital,"Sudah belanja beberapa kali, selalu puas.",5,2024-08-19,1
firgantoroakarsana,Tumbler Stainless,"Warnanya cantik dan tahan lama, puas banget!",4,2025-01-07,1
user_22871,Smartphone Android,Ukuran tidak sesuai deskripsi.,2,2024-03-30,0
user_16044,Kaos Polos,Barang original dan berkualitas.,5,2023-09-26,1
user_13582,Makeup Set,Top banget! Bakal order lagi nanti.,5,2023-08-02,1
user_5078,Powerbank,"Puas banget, terima kasih seller!",4,2024-05-08,1
karnayulianti,Tumbler Stainless,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-04-20,1
tini.fitria10,SKINTIFIC - 377 Dark Spot 2pcs Set | Moisture Gel 30g + Serum 20ml | Niacinamide Brightening Tranexamic Acid Lightening Acne Glowing Barrier Anti-Aging Brightening Whitening Blackhead Removal Peeling Paket-Skincare,"Tekstur:balum tau
Daya Serap:belum dicoba
Keaslian:kurang tau

Pengiriman sangat cepat...harga terjangmau..pengemasan rapi...
Semoga cocok untuk menghilangkan flek dan kusam wajah",5,2025-05-27 20:44,1
gracio98,Gio Saverino Flat Shoes Gio Saverino Wedges Kerja Wanita Berlin,"bagus,, sesuai gambar dan live
lentur banget sih
tp mudah2an awet ya",5,2025-06-13 07:31,1
rahayuusamah,Celana Jeans,"Packing rapi banget, penjual ramah.",5,2025-04-20,1
bajraginhidayanto,Powerbank 10000mAh,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-10-20,1
megantarabala,Headset Bluetooth,"Pengiriman cepat, packing rapi. Recommended!",5,2024-10-06,1
user_2368,Powerbank,Terlalu mahal untuk kualitas seperti ini.,3,2024-10-14,0
user_16204,Mouse Wireless,Sangat puas dengan pelayanan toko ini.,5,2024-12-26,1
user_7644,Skincare Serum,Top banget! Bakal order lagi nanti.,4,2023-06-15,1
user_14943,Parfum Wanita,Sangat direkomendasikan untuk semua orang.,4,2023-08-18,1
user_2973,Headset Gaming,Kualitas di atas ekspektasi saya!,4,2023-05-24,1
hgunarto,Kaos Oblong,"Packing rapi banget, penjual ramah.",4,2024-07-19,1
nyomanmangunsong,Dompet Kulit,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-07-10,1
rmaryadi,Mouse Wireless,"Pengiriman cepat, packing rapi. Recommended!",5,2025-02-02,1
user_1144,Headset Gaming,Sangat direkomendasikan untuk semua orang.,5,2024-05-29,1
wahyudingandi,Sandals Pria,"Warnanya cantik dan tahan lama, puas banget!",5,2024-08-09,1
novitasaridigdaya,Lipstik Matte,"Warnanya cantik dan tahan lama, puas banget!",5,2025-01-08,1
user_17455,Celana Jeans,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-05-24,1
lilipermadi,Sepatu Sneakers,"Pengiriman cepat, packing rapi. Recommended!",4,2025-04-29,1
user_22452,Kaos Polos,Top banget! Bakal order lagi nanti.,4,2023-07-31,1
user_23318,Parfum Wanita,Warna dan bentuk persis seperti di gambar.,5,2024-02-06,1
luwes52,Lipstik Matte,"Harga terjangkau, kualitas mantap!",4,2025-05-19,1
ewidodo,Headset Bluetooth,"Pengiriman cepat, packing rapi. Recommended!",5,2025-02-26,1
langgenghalim,Sandals Pria,Barang sampai dengan aman dan cepat.,4,2024-12-11,1
vuyainah,Jaket Hoodie,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-11-08,1
user_20687,Smartphone Android,Top banget! Bakal order lagi nanti.,5,2024-04-11,1
user_17268,Flashdisk 64GB,Worth it banget untuk harga segini.,5,2024-05-06,1
user_13353,Celana Jeans,Pengiriman cepat dan aman.,5,2024-09-13,1
user_20784,Buku Catatan,Harga terjangkau dengan kualitas oke.,4,2023-11-29,1
tmayasari,Kemeja Polos,Produk original dan kualitasnya premium.,4,2025-04-08,1
ihasanah,Kemeja Polos,"Pengiriman cepat, packing rapi. Recommended!",5,2025-03-01,1
user_13070,Sepatu Sneakers,Barang original dan berkualitas.,4,2024-01-07,1
user_4341,Makeup Set,Produk sangat bagus dan sesuai deskripsi!,5,2023-03-19,1
user_124,Lampu Tidur,Barang original dan berkualitas.,4,2024-08-05,1
user_15309,Sepatu Sneakers,Barang datang lebih cepat dari perkiraan.,5,2024-06-27,1
user_23896,Jam Tangan Digital,Kualitas sangat buruk.,2,2024-12-22,0
user_11758,Rak Sepatu,Sangat direkomendasikan untuk semua orang.,4,2023-01-30,1
timbul44,Keyboard Mechanical,"Warnanya cantik dan tahan lama, puas banget!",4,2024-12-09,1
laksmiwatipangeran,Mouse Wireless,"Harga terjangkau, kualitas mantap!",4,2024-12-19,1
user_12327,Flashdisk 64GB,"Barang cacat, sangat mengecewakan.",1,2023-12-19,0
wulandariasman,Jam Tangan Digital,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-09-25,1
user_13809,Lampu Tidur,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-07-15,1
user_19217,Kaos Polos,Sangat puas dengan pelayanan toko ini.,5,2023-06-28,1
user_9298,Parfum Wanita,Pengiriman cepat dan aman.,4,2024-01-15,1
user_7369,Powerbank,Barang rusak saat diterima.,2,2023-08-02,0
user_5499,Makeup Set,Pengiriman sangat lama.,3,2024-03-05,0
user_8619,Kaos Polos,Worth it banget untuk harga segini.,4,2023-01-27,1
epangestu,Dompet Kulit,"Sudah belanja beberapa kali, selalu puas.",5,2024-11-08,1
kurnia44,Mouse Wireless,"Harga terjangkau, kualitas mantap!",4,2025-04-04,1
user_20382,Buku Catatan,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-10-25,1
user_1841,Kemeja Pria,"Pelayanan cepat, packing aman, produk oke!",5,2023-03-03,1
user_4611,Kemeja Pria,"Mantap, gak nyesel beli di sini.",5,2024-07-29,1
user_22782,Kemeja Pria,Sudah beli berkali-kali di sini dan selalu puas.,4,2024-11-20,1
nasab84,Jaket Hoodie,"Warnanya cantik dan tahan lama, puas banget!",5,2024-09-06,1
user_9188,Lampu Tidur,"Barang cacat, sangat mengecewakan.",3,2023-09-28,0
wijayantivanesa,Sepatu Sneakers,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-04-24,1
user_356,Makeup Set,Sangat puas dengan pelayanan toko ini.,4,2023-03-31,1
chariyah,Dompet Kulit,"Sudah belanja beberapa kali, selalu puas.",4,2024-08-29,1
usamahdarimin,Jam Tangan Digital,"Harga terjangkau, kualitas mantap!",5,2024-10-26,1
xutama,Dompet Kulit,Barang sampai dengan aman dan cepat.,5,2025-05-05,1
user_15508,Parfum Wanita,"Puas banget, terima kasih seller!",5,2023-01-25,1
user_4728,Meja Belajar,Produk sangat bagus dan sesuai deskripsi!,4,2023-04-20,1
user_23072,Tas Wanita,Sangat puas dengan pelayanan toko ini.,5,2023-09-09,1
user_15895,Flashdisk 64GB,Worth it banget untuk harga segini.,4,2023-12-14,1
viktorhastuti,Tumbler Stainless,"Warnanya cantik dan tahan lama, puas banget!",5,2025-03-05,1
user_165,Kaos Polos,Harga terjangkau dengan kualitas oke.,5,2024-01-01,1
user_15884,Lampu Tidur,Sangat direkomendasikan untuk semua orang.,5,2023-01-24,1
user_6741,Kaos Polos,Barang original dan berkualitas.,5,2024-05-17,1
user_17487,Smartphone Android,Ukuran pas dan sesuai pesanan.,4,2024-08-28,1
user_13629,Kaos Polos,Worth it banget untuk harga segini.,5,2024-04-24,1
user_15155,Flashdisk 64GB,Sangat puas dengan pelayanan toko ini.,4,2024-05-11,1
irsad25,Jaket Hoodie,"Harga terjangkau, kualitas mantap!",5,2025-05-09,1
wulanutama,Sepatu Sneakers,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-04-19,1
user_15240,Kemeja Pria,Ukuran pas dan sesuai pesanan.,4,2023-09-26,1
user_20621,Sepatu Sneakers,Kualitas di atas ekspektasi saya!,5,2024-08-17,1
qsiregar,Parfum Unisex,Produk original dan kualitasnya premium.,5,2025-05-24,1
user_17832,Jam Tangan Digital,Penjual tidak merespon chat.,3,2024-03-23,0
user_22153,Kaos Polos,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-08-28,1
raharjamandala,Kemeja Polos,"Packing rapi banget, penjual ramah.",5,2024-06-23,1
solehpuspasari,Mouse Wireless,"Pengiriman cepat, packing rapi. Recommended!",5,2025-02-10,1
ywinarno,Lipstik Matte,Produk original dan kualitasnya premium.,5,2024-12-02,1
user_1033,Flashdisk 64GB,Barang datang lebih cepat dari perkiraan.,4,2023-04-04,1
user_17481,Keyboard Mechanical,Packing rapi dan aman sampai tujuan.,5,2024-06-29,1
safinamarbun,Keyboard Mechanical,"Packing rapi banget, penjual ramah.",5,2024-08-02,1
cengkir85,Kemeja Polos,Produk original dan kualitasnya premium.,5,2024-11-22,1
jputra,Headset Bluetooth,"Harga terjangkau, kualitas mantap!",5,2025-06-08,1
user_24820,Powerbank,"Puas banget, terima kasih seller!",4,2023-03-03,1
user_21579,Flashdisk 64GB,Suka banget sama produk ini.,4,2024-07-14,1
rahman67,Mouse Wireless,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-08-28,1
user_1901,Kemeja Pria,"Mantap, gak nyesel beli di sini.",4,2024-02-08,1
maulanagara,Celana Jeans,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-02-13,1
thartati,Sepatu Sneakers,"Sudah belanja beberapa kali, selalu puas.",4,2025-05-28,1
user_21453,Kaos Polos,Barang rusak saat diterima.,1,2024-08-19,0
user_19147,Tas Wanita,"Mantap, gak nyesel beli di sini.",4,2023-06-21,1
nairatop,Fleurette| Sepatu Sendal Wanita |JEAN,"Kenyamanan:nyaman
Berat:ringan
Durabilitas:kwalitas bagus",5,2025-03-22 09:21,1
lili66,Celana Jeans,"Warnanya cantik dan tahan lama, puas banget!",4,2024-08-09,1
windapalastri,Sepatu Sneakers,"Warnanya cantik dan tahan lama, puas banget!",5,2024-09-20,1
user_18027,Parfum Wanita,Warna dan bentuk persis seperti di gambar.,5,2024-08-17,1
user_23382,Kursi Lipat,Ukuran tidak sesuai deskripsi.,3,2023-01-25,0
lamarsaragih,Dompet Kulit,"Harga terjangkau, kualitas mantap!",5,2025-01-22,1
user_16801,Kursi Lipat,Worth it banget untuk harga segini.,4,2023-01-26,1
user_22466,Jam Tangan Digital,Kualitas di atas ekspektasi saya!,4,2024-01-24,1
user_24379,Kemeja Pria,Rating tinggi tapi kualitas rendah.,2,2023-06-23,0
user_5448,Headset Gaming,Top banget! Bakal order lagi nanti.,5,2024-03-31,1
user_10445,Keyboard Mechanical,Warna tidak sesuai pesanan.,2,2023-12-01,0
user_16582,Kursi Lipat,"Servis buruk, tidak profesional.",2,2024-12-08,0
user_14026,Lampu Tidur,Sangat kecewa dengan produk ini.,3,2024-12-06,0
dewilazuardi,Tas Ransel,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-04-02,1
bakiono74,Jam Tangan Digital,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-01-04,1
user_629,Lampu Tidur,Produk kotor dan tidak layak pakai.,1,2023-06-29,0
ibun61,Tas Ransel,"Pengiriman cepat, packing rapi. Recommended!",4,2025-03-22,1
tamaratamara511,"sofa lipat, sofa lesehan, kursi lipat lesehan, kursi lesehan","Kenyamanan:males foto2, lagi sungguh asik nyender. males bangun. jangan ganggu. nih bintang 5! rekomen sekali buat kamu kamu kaum nyender.
Ukuran:pewe.
Desain:kurang tebel aja sih busa bagian bawahnya, jadi harus beli tambahan bantal lagi kalo mau perfect. tapi ini subjectif.",5,2025-06-06 17:33,1
user_5633,Parfum Wanita,"Barang palsu, bukan original.",2,2024-03-29,0
user_14412,Headset Gaming,Penjual sangat ramah dan fast respon.,5,2024-01-11,1
user_24889,Kemeja Pria,Suka banget sama produk ini.,5,2023-04-11,1
user_209,Buku Catatan,Packing asal-asalan.,2,2024-05-08,0
maryadikani,Lipstik Matte,"Packing rapi banget, penjual ramah.",4,2025-04-22,1
user_14867,Jam Tangan Digital,Top banget! Bakal order lagi nanti.,5,2023-02-04,1
user_10695,Meja Belajar,Kualitas di atas ekspektasi saya!,4,2024-09-20,1
user_17660,Headset Gaming,Rating tinggi tapi kualitas rendah.,3,2023-06-24,0
user_21690,Kaos Polos,Worth it banget untuk harga segini.,5,2024-08-25,1
user_21971,Smartphone Android,Top banget! Bakal order lagi nanti.,4,2024-06-29,1
user_6083,Skincare Serum,"Puas banget, terima kasih seller!",4,2024-05-22,1
husnilim99,ERHAIR HairGrow Anti Hair Fall Shampoo 370ml – Non-SLS Formula with Panax Ginseng & Pumpkin Seed,"Packing kurang bagus,Kemasan bocor",4,2025-06-13 09:43,1
kasiran52,Lipstik Matte,"Pengiriman cepat, packing rapi. Recommended!",5,2024-08-14,1
user_9248,Celana Jeans,Worth it banget untuk harga segini.,5,2023-05-24,1
user_18351,Kaos Polos,Sangat direkomendasikan untuk semua orang.,4,2024-11-08,1
unjani93,Mouse Wireless,"Packing rapi banget, penjual ramah.",4,2024-12-15,1
user_15523,Mouse Wireless,"Pelayanan cepat, packing aman, produk oke!",5,2023-06-29,1
kayun41,Kemeja Polos,"Harga terjangkau, kualitas mantap!",4,2025-05-22,1
user_15382,Headset Gaming,Tidak direkomendasikan sama sekali.,1,2024-12-12,0
user_4477,Buku Catatan,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-03-15,1
user_18243,Celana Jeans,"Pelayanan cepat, packing aman, produk oke!",4,2023-06-19,1
user_15781,Meja Belajar,Worth it banget untuk harga segini.,5,2024-02-25,1
user_711,Rak Sepatu,Sangat direkomendasikan untuk semua orang.,4,2024-07-04,1
jaga73,Tas Ransel,"Packing rapi banget, penjual ramah.",4,2024-10-11,1
cinthia26,Keyboard Mechanical,Barang sampai dengan aman dan cepat.,5,2024-10-05,1
lazuardiatmaja,Sandals Pria,"Warnanya cantik dan tahan lama, puas banget!",4,2025-02-18,1
ohutasoit,Mouse Wireless,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-03-28,1
user_1741,Jam Tangan Digital,Kualitas di atas ekspektasi saya!,4,2023-10-08,1
lulut45,Parfum Unisex,"Sudah belanja beberapa kali, selalu puas.",5,2024-12-13,1
cakrabirawa08,Sepatu Sneakers,"Harga terjangkau, kualitas mantap!",4,2025-05-31,1
user_15795,Rak Sepatu,Ukuran pas dan sesuai pesanan.,4,2023-12-11,1
user_20976,Sepatu Sneakers,Harga terjangkau dengan kualitas oke.,4,2023-07-21,1
i*****o,"( HARGA PROMO )kursi lipat lesehan, kursi Lesehan "" OSCAR""ini","Desain:gambar pd produk menarik dan sesuai ekspektasi
Ukuran:pas utk anak2 dan remaja
Kenyamanan:nyaman dan empuk

maaf baru sempet review, kursi nyaman di pakai enak empuk ga bikin sakit or pegel2 next pesen buat yg dewasa InsyaaAllah.. tq",5,2025-04-27 12:22,1
user_20227,Powerbank,"Pelayanan cepat, packing aman, produk oke!",4,2023-01-21,1
